token,token_count,file_count
ch,3,3
lshape,1,1
maaaan,2,2
ci,1,1
debaucheri,8,8
cl,3,2
cm,6,5
steakhash,1,1
co,34,33
boothsal,1,1
cp,1,1
food,25876,16515
bruschettalik,2,2
cs,2,2
renam,9,9
ct,10,8
cv,2,2
partner,182,167
cw,3,3
cy,1,1
cz,1,1
serviceyou,1,1
da,59,41
delapid,1,1
db,3,3
stronggood,1,1
adobo,9,9
font,7,7
dc,32,29
orderfooddrink,1,1
dd,4,4
de,640,448
dramafood,1,1
df,2,1
bartenderwait,3,3
picklesmok,1,1
dh,8,8
di,17,17
dj,69,66
brisketextrem,1,1
NUMvisit,2,2
dl,2,1
forc,187,179
extern,3,3
dn,1,1
ford,4,4
pastramigasm,1,1
fore,3,3
dp,1,1
hungryand,1,1
shareNUM,1,1
dq,6,5
siter,1,1
dr,56,53
forg,1,1
ds,5,5
dt,4,4
snare,2,2
du,21,21
snarf,1,1
dw,1,1
chefownerp,1,1
dy,4,4
dz,6,4
snark,3,3
inacategoryoftheirown,1,1
panko,5,4
chefoveral,1,1
ea,4,3
lowestpr,2,2
eb,1,1
ec,9,1
ed,41,28
fishystinki,1,1
paprdell,1,1
ef,33,32
eg,13,13
eh,162,159
woodsi,5,5
tapastheir,1,1
ej,2,2
dunst,2,2
ek,1,1
el,267,224
hipstertown,1,1
damnit,8,8
waitservic,2,2
em,133,123
snarl,3,3
easycon,1,1
en,31,30
chesney,1,1
eq,1,1
er,17,17
es,2,2
freshtuna,2,2
recommond,1,1
eu,3,3
ev,2,2
spiritbetween,1,1
ew,78,65
ex,36,28
aquat,2,2
exterm,1,1
ez,2,2
servicevalu,1,1
fa,1,1
fb,8,8
fc,6,5
fd,2,2
paycheck,8,7
fe,1,1
fg,2,2
sunscreen,3,3
fi,2,2
fk,9,8
mojitoboth,1,1
fl,8,8
fm,1,1
mentallyyum,1,1
fn,7,7
fo,18,18
argentinian,123,101
fq,9,8
ohhhhhhhhhhhhhhh,1,1
fr,3,3
ft,19,14
fu,9,8
talkingtyp,1,1
fw,2,1
fy,4,4
oily,1,1
teari,3,3
ga,3,2
jerseybridg,1,1
gb,16,16
gc,7,5
gd,8,8
ge,2,2
gf,158,131
gg,1,1
gi,4,4
raviolidessert,1,1
aparagus,1,1
oili,207,192
gm,9,6
fose,1,1
gr,3,3
rhythm,5,4
gt,3,3
gw,2,2
decorbut,1,1
fork,249,230
gy,1,1
form,288,280
yumittyyumyumyum,1,1
unfresh,3,3
nonalochol,1,1
insteadneua,1,1
friendlyfin,1,1
ha,96,73
hb,3,2
fort,4,4
addictiveth,1,1
renew,4,4
hc,41,27
hd,3,3
tacostosada,1,1
hh,75,62
hi,43,42
tartdoughnutscookiesal,1,1
hk,2,2
hm,9,9
ho,15,12
hq,1,1
hr,77,71
customerfirst,1,1
ht,2,2
hu,2,2
